419,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",12/10/09,"Centro de Formação de Osasco",17
420,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",12/07/09,"Centro de Formação de Osasco",18
421,"Formação com Coordenadores Pedagógicos e Professores sobre a Reorientação Curricular do Ensino Fundamental",10/22/09,"Centro de Formação de Osasco",19
422,"Reflexão Sobre o Processo Eleitoral / CGC e CONAE",05/18/09,"Centro de Formação de Osasco",01
423,"Encontro de Formação com Gestores - Devolutiva Eleições CGC",05/19/09,"Centro de Formação de Osasco",02
424,"Encontro de Formação com Gestores",05/25/09,"Centro de Formação de Osasco",03
425,"Encontro de Formação com Gestores - Devolutiva Eleições CGC",05/26/09,"Centro de Formação de Osasco",04
426,"Encontro de Formação com Gestores - Devolutiva Eleições CGC",05/27/09,"Centro de Formação de Osasco",05
427,"Coordenadoras(es) de Creches Conveniadas (Palestra Gripe A H1 N1)",07/23/09,"Centro de Formação de Osasco",06
428,"Encontro de Formação sobre Educação Infantil com Gestores do 2º Semestre",07/23/09,"Centro de Formação de Osasco",07
429,"Encontro de Formação sobre Educação Infantil com Gestores do 2º Semestre",07/23/09,"Centro de Formação de Osasco",08
430,"Planejamento Parada Pedagógica EMEI's",08/07/09,"Centro de Formação de Osasco",09
431,"Reunião Preparo da Parada Pedagógica nas U.E",08/07/09,"Centro de Formação de Osasco",10
432,"Encontro de Formação com Gestores para Planejamento de Parada Pedagógica",08/07/09,"Centro de Formação de Osasco",11
433,"Encontro de Formação com Gestores para Apresentação do PEC",07/31/09,"Centro de Formação de Osasco",12
434,"Encontro de Formação com Gestores",07/31/09,"Centro de Formação de Osasco",13
435,"Reunião com Trios Gestores",07/31/09,"Centro de Formação de Osasco",14
